"EnteDiCompetenza";"Provincia";"Comune";"DenominazioneIndirizzo";"NumeroCivico";"CodiceEdificioRilevazione";"CodiceEdificioRegionePiemonte";"AnnoDiCostruzione";"AnnoDiCostruzioneSND";"AnnoEsattoDiCostruzione";"CopiaArchivioSiNo";"ContaEdifici";""
"Comune";"Vercelli";"Caresana";"Piazza C. BATTISTI";"1/4";"EE_MM01";"0020300002";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Vercelli";"Crescentino";"Corso Roma";"109";"2B";"0020490007";"Anno specificare";"Si";"1974";"No";"1";""
"Comune";"Vercelli";"Crescentino";"VIA CRISTOFORO COLOMBO";"2";"1C";"0020490009";"Anno specificare";"Si";"2012";"No";"1";""
"Comune";"Vercelli";"Crescentino";"Via C.Colombo";"2";"1B";"0020490006";"Anno specificare";"Si";"1976";"No";"1";""
"Comune";"Vercelli";"Buronzo";"Piazza Municipio";"9";"2";"0020210001";"Anno specificare";"Si";"1965";"No";"1";""
"Comune";"Vercelli";"Cigliano";"Piazza MARTIRI DELLA LIBERTA'";"14";"CIGLIANO 1";"0020420001";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Vercelli";"Crescentino";"Corso Roma";"109";"2A";"0020490002";"Anno specificare";"Si";"1931";"No";"1";""
"Comune";"Vercelli";"Caresana";"Via F.LLI BINELLI";"30";"AA01";"0020300001";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Vercelli";"Carisio";"Via Matteotti";"2";"1";"0020320002";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Vercelli";"Campertogno";"Via delle Grazie";"s.n.";"20252001";"0020250001";"Anno specificare";"Si";"1927";"No";"1";""
"Comune";"Vercelli";"Gattinara";"Corso Valsesia";"113";"01";"0020610001";"Anno specificare";"Si";"1971";"No";"1";""
"Comune";"Vercelli";"Lozzolo";"VIA MAZZINI GIUSEPPE";"2";"2";"0020720002";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Vercelli";"Lenta";"Via Gattinara";"8";"001";"0020680001";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Olcenengo";"VIA ROMA";"26";"01";"0020880001";"Anno specificare";"Si";"1932";"No";"1";""
"Comune";"Vercelli";"Quarona";"PIAZZA LIBERTA'";"2";"21070003";"0021070004";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Vercelli";"Motta De' Conti";"Via Marconi";"14";"EE01";"0020820002";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Vercelli";"Moncrivello";"Via Ivrea";"8";"1";"0020790001";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Vercelli";"Pezzana";"Via Giacomo Matteotti";"77";"AA_EE01";"0020930001";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Vercelli";"Livorno Ferraris";"Viale IV NOVEMBRE";"16";"002070001";"0020710002";"Anno specificare";"Si";"1959";"No";"1";""
"Comune";"Vercelli";"Formigliana";"Via Case Popolari";"1";"2";"0020590002";"Anno specificare";"Si";"2001";"No";"1";""
"Comune";"Vercelli";"Livorno Ferraris";"Via SOLARO DEL BORGO";"30";"2070002";"0020710001";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Gattinara";"Via San Rocco";"s.n.";"03";"0020610005";"Anno specificare";"Si";"2006";"No";"1";""
"Comune";"Vercelli";"Livorno Ferraris";"PIAZZA POSSIS";"S.N.C.";"VCMM80501P";"0020710004";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Vercelli";"Formigliana";"Largo Risorgimento";"2";"1";"0020590001";"Anno specificare";"Si";"1960";"No";"1";""
"Comune";"Vercelli";"Quarona";"PIAZZA COMBATTENTI";"21/A";"21070004";"0021070002";"Anno specificare";"Si";"1970";"No";"1";""
"Comune";"Vercelli";"Gattinara";"Via San Rocco";"1";"02";"0020610002";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Vercelli";"Lozzolo";"Via Roma";"1";"1";"0020720001";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Vercelli";"Palazzolo Vercellese";"Via Trento Trieste";"43";"1";"0020900002";"Anno specificare";"Si";"1966";"No";"1";""
"Comune";"Vercelli";"Quarona";"PIAZZA LIBERTA'";"4";"21070001";"0021070003";"Anno specificare";"Si";"1980";"No";"1";""
"Comune";"Vercelli";"Motta De' Conti";"Via Roma";"64";"AA01";"0020820001";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Vercelli";"Ghislarengo";"Via S. FELICE";"1";"1";"0020620001";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Vercelli";"Livorno Ferraris";"Via Roma";"1/B";"2070003";"0020710003";"Anno specificare";"Si";"1977";"No";"1";""
"Comune";"Vercelli";"Palazzolo Vercellese";"Via Vittoriio Veneto";"19";"2";"0020900001";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Vercelli";"Fontanetto Po";"Piazza GARIBALDI";"1";"1";"0020580001";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Vercelli";"Postua";"Via delle Scuole";"2";"01";"0021020002";"Anno specificare";"Si";"1970";"No";"1";""
"Comune";"Vercelli";"San Germano Vercellese";"PIAZZA GARIBALDI GIUSEPPE";"7";"01";"0021310001";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Vercelli";"Quarona";"VIA DELLA SPINATA";"8";"21070002";"0021070001";"Anno specificare";"Si";"1960";"No";"1";""
"Comune";"Vercelli";"Rovasenda";"Piazza Libertà";"1";"01";"0021220001";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Vercelli";"Rovasenda";"via Gattinara";"2";"02";"0021220003";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Vercelli";"Serravalle Sesia";"Corso MATTEOTTI";"15";"0021370003";"0021370004";"Anno specificare";"Si";"1978";"No";"1";""
"Comune";"Vercelli";"Roasio";"VIA CAVOUR";"36";"0021160003";"0021160001";"1 -  prima dell'Ottocento";"Si";"";"No";"1";""
"Comune";"Vercelli";"Roasio";"via  torino";"65";"0021160005";"0021160005";"Anno specificare";"Si";"2009";"No";"1";""
"Comune";"Vercelli";"Santhia'";"PIAZZA GIOVANNI XXIII PAPA";"2";"5";"0021330009";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Santhia'";"Via Collodi";"1";"03";"0021330002";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Vercelli";"Scopello";"Via Mera";"2";"2";"0021350002";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Vercelli";"Serravalle Sesia";"CORSO MATTEOTTI";"139";"0021370004";"0021370003";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Vercelli";"Roasio";"Via Torino";"65";"0021160002";"0021160003";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Roasio";"Via Amendola";"s/n";"21160004";"0021160004";"Anno specificare";"Si";"1988";"No";"1";""
"Comune";"Vercelli";"Saluggia";"Via Ponte Rocca";"21";"CEE80503TB";"0021280006";"Anno specificare";"Si";"1963";"No";"1";""
"Comune";"Vercelli";"Santhia'";"Piazza Giovanni  XXIII";"2";"04";"0021330003";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Roasio";"Via Torino";"67";"0021160001";"0021160002";"Anno specificare";"Si";"1962";"No";"1";""
"Comune";"Vercelli";"Saluggia";"Via CIGLIANO";"11";"VCAA80503L";"0021280003";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Vercelli";"San Germano Vercellese";"VIA DE AMICIS EDMONDO";"5";"02";"0021310002";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Vercelli";"Scopello";"Via Mera";"3";"1";"0021350001";"Anno specificare";"Si";"1946";"No";"1";""
"Comune";"Vercelli";"Santhia'";"Via Silvio  Pellico";"17";"01";"0021330007";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Santhia'";"Via Silvio  Pellico";"17";"02";"0021330008";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Vercelli";"Serravalle Sesia";"PIAZZA I° MAGGIO";"5";"0021370001";"0021370002";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Vercelli";"Ronsecco";"PIAZZA 25 APRILE";"4";"1";"0021180001";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Saluggia";"Via Ponte Rocca";"19";"VCAA80502G";"0021280002";"Anno specificare";"Si";"1987";"No";"1";""
"Comune";"Vercelli";"Varallo";"Via F.lli Varalli";".";"21560003";"0021560003";"Anno specificare";"Si";"1950";"No";"1";""
"Comune";"Vercelli";"Tronzano Vercellese";"VIA CAVOUR CAMILLO BENSO";"9";"1";"0021500003";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"Piazza Sardegna";"8";"12";"0021580033";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Vercelli";"Stroppiana";"VIA CROCETTA";"snc";"EE01";"0021420001";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"Via CAPPELLINA";"2";"5";"0021580005";"Anno specificare";"Si";"1959";"No";"1";""
"Comune";"Vercelli";"Serravalle Sesia";"VIA ALLE SCUOLE";"1";"0021370002";"0021370001";"Anno specificare";"Si";"1920";"No";"1";""
"Comune";"Vercelli";"Trino Vercellese";"VIA VITTIME DI BOLOGNA";"11";"1";"0021480003";"Anno specificare";"Si";"1980";"No";"1";""
"Comune";"Vercelli";"Tronzano Vercellese";"VIA MILANO";"24";"3";"0021500001";"Anno specificare";"Si";"1975";"No";"1";""
"Comune";"Vercelli";"Vercelli";"Corso TANARO";"3";"19";"0021580019";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"PIAZZA XIV MARTIRI DELLA LIBERTA'";"1";"16";"0021580037";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Vercelli";"Stroppiana";"Via Della Repubblica";"27";"EE02";"0021420002";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"Via  cerrone";"17";"21";"0021580017";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Vercelli";"Trino Vercellese";"VIA VITTIME DI BOLOGNA";"5";"3";"0021480001";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Vercelli";"Valduggia";"Via IMBRICO";"0";"03";"0021520002";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Vercelli";"Tricerro";"VIA F. AUDISIO";"24";"1";"0021470001";"Anno specificare";"Si";"1965";"No";"1";""
"Comune";"Vercelli";"Varallo";"Piazza FERRARI";"3";"21560002";"0021560006";"Anno specificare";"Si";"1935";"No";"1";""
"Comune";"Vercelli";"Trino Vercellese";"PIAZZA CHAUVIGNY";"1";"2";"0021480002";"Anno specificare";"Si";"1932";"No";"1";""
"Comune";"Vercelli";"Valduggia";"VIA ORCARALE";"s.n.";"02";"0021520004";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Valduggia";"Via IMBRICO";"3";"01";"0021520003";"Anno specificare";"Si";"1930";"No";"1";""
"Comune";"Vercelli";"Vercelli";"Piazza Cesare Battisti";"6";"11";"0021580032";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Vercelli";"Tronzano Vercellese";"PIAZZA GRAMSCI ANTONIO";"2";"2";"0021500002";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"via Anadone";"5";"3";"0021580001";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Varallo";"Via D'Adda";"33";"21560001";"0021560001";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"Via NATALE Palli";"47";"8";"0021580010";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"Via PASTRENGO";"100";"9";"0021580031";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Acqui Terme";"Corso Bagni";"1";"PROV_AL_15";"0060010015";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"Via degli zuavi";"23";"15";"0021580035";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Acqui Terme";"corso Carlo Marx";"2";"PROV_AL_10";"0060010010";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"Via Trino";"32";"23";"0021580020";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Acqui Terme";"VIA DE GASPERI ALCIDE";"66";"PROV_AL_13";"0060010013";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Acqui Terme";"Via Moriondo";"54";"PROV_AL_12";"0060010016";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"Via GIOBERTI";"47";"22";"0021580038";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"via derna";"16";"2";"0021580007";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"via Donizetti";"32";"7";"0021580002";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Villata";"Corso Vittorio Veneto";"64";"VC000540";"0021640003";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"Via Del Vezzolano";"9";"6";"0021580006";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"Via Pietro Micca";"31";"10";"0021580008";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Villata";"Corso Vittorio Veneto";"64";"VC000126";"0021640001";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"via STARA";"3";"4";"0021580030";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Vercelli";"Villata";"PIAZZA COTTOLENGO";"4";"VCAA80108E";"0021640002";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Acqui Terme";"Via Moriondo";"58";"PROV_AL_14";"0060010014";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"Via Guilla";"sn";"17";"0021580014";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"Via G. BORSI";"s.n.";"13";"0021580034";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Vercelli";"Vercelli";"Via Trento";"1";"18";"0021580013";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Acqui Terme";"Corso Divisione Acqui";"88";"PROV_AL_16";"0060010011";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Alessandria";"Via Plana";"42";"PROV_AL_4";"0060030007";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Alessandria";"Via Trotti";"19";"PROV_AL_1";"0060030006";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Casale Monferrato";"Via Vercelli";"1";"PROV_AL_19";"0060390021";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Novi Ligure";"Via Verdi";"44";"PROV_AL_24";"0061140003";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Casale Monferrato";"Via Galeotto del Carretto";"1";"PROV_AL_17";"0060390017";"Anno specificare";"Si";"1935";"No";"1";""
"Provincia";"Alessandria";"Rosignano Monferrato";"Via Luparia";"14";"PROV_AL_30";"0061490003";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Tortona";"Viale Einaudi";"6";"PROV_AL_33";"0061740006";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Novi Ligure";"Viale Saffi";"47";"PROV_AL_23";"0061140002";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Alessandria";"SPALTO BORGOGLIO";"77";"PROV_AL_5";"0060030008";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Alessandria";"Via Parma";"1";"PROV_AL_8";"0060030002";"1 -  prima dell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Alessandria";"Spalto Borgoglio";"49";"PROV_AL_2";"0060030001";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Alessandria";"Via Lumelli";"22";"PROV_AL_3";"0060030010";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Novi Ligure";"Via Mameli";"9";"PROV_AL_22";"0061140001";"Anno specificare";"Si";"1995";"No";"1";""
"Provincia";"Alessandria";"Alessandria";"Spalto Marengo";"42";"PROV_AL_9";"0060030004";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Casale Monferrato";"Via Candiani d'Olivola";"19";"PROV_AL_21";"0060390019";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Casale Monferrato";"Via Del Carretto";"1";"PROV_AL_18";"0060390020";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Novi Ligure";"Via Verdi";"44";"PROV_AL_25";"0061140004";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Ovada";"Via Pastorino";"12";"PROV_AL_27";"0061210007";"Anno specificare";"Si";"1982";"No";"1";""
"Provincia";"Alessandria";"Casale Monferrato";"Via Leardi";"1";"PROV_AL_20";"0060390018";"1 -  prima dell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Alessandria";"via Faa di Bruno";"85";"PROV_AL_7";"0060030005";"1 -  prima dell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Alessandria";"Piazza Matteotti";"29";"PROV_AL_6";"0060030009";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Ovada";"Via Duchessa di Galliera";"23";"PROV_AL_26";"0061210005";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Rosignano Monferrato";"Via Luparia";"14";"PROV_AL_29";"0061490004";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Tortona";"CORSO CAVOUR CAMILLO BENSO";"6";"PROV_AL_31";"0061740001";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Tortona";"Viale Einaudi";"6";"PROV_AL_34";"0061740003";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Asti";"Nizza Monferrato";"Via IV NOVEMBRE";"40/42";"PROVAT17";"0050800007";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Asti";"Asti";"VIA GIOBERT GIOVANNI";"23";"PROVAT1A";"0050050046";"Anno specificare";"Si";"1967";"No";"1";""
"Provincia";"Asti";"Asti";"VIA GANDOLFINO DA RORETO";"36";"PROVAT7B";"0050050049";"Anno specificare";"Si";"1962";"No";"1";""
"Provincia";"Alessandria";"Tortona";"Via Vittorio Veneto";"3";"PROV_AL_36";"0061740002";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Valenza";"Strada Pontecurone";"6";"PROV_AL_37";"0061770007";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Asti";"Asti";"LOCALITA' VIATOSTO";"54";"PROVAT4A";"0050050042";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Alessandria";"Tortona";"Viale Einaudi";"8";"PROV_AL_32";"0061740004";"Anno specificare";"Si";"1990";"No";"1";""
"Provincia";"Asti";"Castelnuovo Don Bosco";"VIA SAN GIOVANNI";"52";"PROVAT14";"0050310004";"Anno specificare";"Si";"2004";"No";"1";""
"Provincia";"Asti";"Asti";"VIA MARTORELLI RENATO";"1";"PROVAT5";"0050050041";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Asti";"Castelnuovo Don Bosco";"VIA SAN GIOVANNI";"52";"PROVAT15";"0050310005";"Anno specificare";"Si";"2004";"No";"1";""
"Provincia";"Alessandria";"Valenza";"Strada Pontecurone";"17";"PROV_AL_38";"0061770008";"Anno specificare";"Si";"1991";"No";"1";""
"Provincia";"Asti";"Asti";"VIA ROMITA";"42";"PROVAT6B";"0050050050";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Asti";"Asti";"QUARTO INFERIORE";"266";"PROVAT8";"0050050044";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Asti";"Asti";"VIA SCARAMPI CAMILLA";"20";"PROVAT10";"0050050040";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Asti";"Asti";"CORSO ALFIERI VITTORIO";"367";"PROVAT12";"0050050055";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Asti";"Asti";"VIA NATTA";"1";"PROVAT2";"0050050045";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Asti";"Canelli";"VIA ASTI";"7";"PROVAT13";"0050170008";"Anno specificare";"Si";"1988";"No";"1";""
"Provincia";"Asti";"Asti";"Via ARAZZERIA";"6";"PROVAT11";"0050050054";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Asti";"Asti";"VIA RORETO GANDOLFINO";"36";"PROVAT7A";"0050050047";"Anno specificare";"Si";"1962";"No";"1";""
"Provincia";"Alessandria";"Tortona";"Viale Vittorio Veneto";"3";"PROV_AL_35";"0061740005";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Asti";"Asti";"LOCALITA' VIATOSTO";"54";"PROVAT4B";"0050050052";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Asti";"Asti";"PIAZZA CAGNI UMBERTO";"2";"PROVAT9A";"0050050039";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Asti";"Asti";"VIA GIOBERT GIOVANNI";"2";"PROVAT3";"0050050051";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Asti";"Asti";"VIA NATTA";"snc";"PROVAT1B";"0050050053";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Provincia";"Asti";"Asti";"VIA ROMITA GIUSEPPE";"42";"PROVAT6A";"0050050043";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Asti";"Castelnuovo Don Bosco";"via San giovanni ";"52";"PROVAT15B";"0050310006";"Anno specificare";"Si";"2008";"No";"1";""
"Provincia";"Asti";"Nizza Monferrato";"CORSO IV NOVEMBRE";"40/42";"PROVAT16";"0050800006";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Cuneo";"Bra";"Via CRAVERI";"8";"PRCN3ABRA";"0040290024";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Biella";"Biella";"VIA GRAMSCI ANTONIO";"22";"PROVBI4A";"0960040036";"Anno specificare";"Si";"1936";"No";"1";""
"Provincia";"Biella";"Trivero";"VIA ZEGNA";"59";"PROVBI14";"0960700008";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Provincia";"Cuneo";"Alba";"VIA VITTORIO EMANUELE";"19";"PROCN3ALBA";"0040030025";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Biella";"Biella";"CORSO PELLA GIUSEPPE";"12/A";"PROVBI6";"0960040032";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Biella";"Biella";"VIALE MACALLE'";"54";"PROVBI5B";"0960040038";"Anno specificare";"Si";"1989";"No";"1";""
"Provincia";"Cuneo";"Alba";"CORSO ENOTRIA";"2";"PROCN4ALBA";"0040030027";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Biella";"Cossato";"VIA MARTIRI LIBERTA'";"389";"PROVBI17";"0960200011";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Biella";"Valle Mosso";"Regione Molina";"senza nume";"PROVBI12";"0960730008";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Cuneo";"Barge";"PIAZZA STAZIONE";"3/a";"PROCN1BAR";"0040120011";"Anno specificare";"Si";"2010";"No";"1";""
"Provincia";"Cuneo";"Bra";"VIA CARANDO ENNIO E ETTORE FRATELLI";"43";"PROCN4ABRA";"0040290022";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Cuneo";"Bra";"VIA SERRA PROSPERO";"9";"PROCN4CBRA";"0040290019";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Biella";"Biella";"CORSO PELLA GIUSEPPE";"4";"PROVBI07";"0960040030";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Biella";"Biella";"VIA ADDIS ABEBA";"20";"PROVBI1";"0960040031";"Anno specificare";"Si";"1970";"No";"1";""
"Provincia";"Biella";"Biella";"VIA TRIVERO";"5";"25";"0960040022";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Cuneo";"Alba";"VIA OSPEDALE";"1";"PROCN8ALB";"0040030036";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Cuneo";"Bra";"VIALE RIMEMBRANZE";"19";"PROCN5BRA";"0040290039";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Cuneo";"Ceva";"PIAZZA GALLIANO GIUSEPPE";"3";"PROCN1BCEV";"0040660005";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Cuneo";"Bra";"PIAZZA ROMA";"7";"PRCN1BBRA";"0040290021";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Cuneo";"Bra";"VIA CARANDO ENNIO E ETTORE FRATELLI";"43";"PROCN4BBRA";"0040290020";"Anno specificare";"Si";"1998";"No";"1";""
"Provincia";"Biella";"Cavaglia'";"VIA GERSEN";"16";"PROVBI11B";"0960160004";"Anno specificare";"Si";"2002";"No";"1";""
"Provincia";"Cuneo";"Bra";"PIAZZA ROMA";"7";"PRCN1ABRA";"0040290026";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Provincia";"Biella";"Cavaglia'";"VIA GERSEN GIOVANNI";"16";"PROVBI11A";"0960160003";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
